region,indicator,Unit,Date,Value,Preferred
Madera,total,Mgal/d,01/01/2005 00:00:00,29.34,YES
Madera,total,Mgal/d,01/01/2010 00:00:00,16.86,YES
Marin,population,thousands,01/01/2000 00:00:00,3.77,YES
Marin,population,thousands,01/01/2005 00:00:00,0.31,YES
Marin,population,thousands,01/01/2010 00:00:00,5.043,YES
Marin,groundwater,Mgal/d,01/01/2000 00:00:00,0.25,YES
Marin,groundwater,Mgal/d,01/01/2005 00:00:00,0.76,YES
Marin,groundwater,Mgal/d,01/01/2010 00:00:00,0.31,YES
Marin,selfsuppliedsurface,Mgal/d,01/01/2000 00:00:00,0.03,YES
Marin,selfsuppliedsurface,Mgal/d,01/01/2005 00:00:00,0.05,YES
Marin,selfsuppliedsurface,Mgal/d,01/01/2010 00:00:00,0.07,YES
Marin,selfsupplied,Mgal/d,01/01/2000 00:00:00,0.28,YES
Marin,selfsupplied,Mgal/d,01/01/2005 00:00:00,0.81,YES
Marin,selfsupplied,Mgal/d,01/01/2010 00:00:00,0.38,YES
Marin,selfpercapitause,gallons/day,01/01/2010 00:00:00,75,NO
Marin,public,Mgal/d,01/01/2005 00:00:00,19.44,YES
Marin,public,Mgal/d,01/01/2010 00:00:00,21.86,YES
Marin,publicpercapita,gallons/day,01/01/2010 00:00:00,88,NO
Marin,total,Mgal/d,01/01/2005 00:00:00,20.25,YES
Marin,total,Mgal/d,01/01/2010 00:00:00,22.24,YES
Mariposa,population,thousands,01/01/2000 00:00:00,13.02,YES
Mariposa,population,thousands,01/01/2005 00:00:00,9.933,YES
