region,indicator,Unit,Date,Value
Modoc,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.2
Modoc,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.04
Modoc,selfsupplied,Mgal/d,1/1/2000 0:00,0.42
Modoc,selfsupplied,Mgal/d,1/1/2005 0:00,1.01
Modoc,selfsupplied,Mgal/d,1/1/2010 0:00,0.4
Modoc,selfpercapitause,gallons/day,1/1/2010 0:00,76
Modoc,public,Mgal/d,1/1/2005 0:00,1.8
Modoc,public,Mgal/d,1/1/2010 0:00,0.72
Modoc,publicpercapita,gallons/day,1/1/2010 0:00,164
Modoc,total,Mgal/d,1/1/2005 0:00,2.81
Modoc,total,Mgal/d,1/1/2010 0:00,1.12
Mono,population,thousands,1/1/2000 0:00,5.64
Mono,population,thousands,1/1/2005 0:00,2.582
Mono,population,thousands,1/1/2010 0:00,2.312
Mono,groundwater,Mgal/d,1/1/2000 0:00,0.38
Mono,groundwater,Mgal/d,1/1/2005 0:00,0.89
Mono,groundwater,Mgal/d,1/1/2010 0:00,0.09
Mono,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.04
Mono,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.15
Mono,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.03
Mono,selfsupplied,Mgal/d,1/1/2000 0:00,0.42
Mono,selfsupplied,Mgal/d,1/1/2005 0:00,1.04
Mono,selfsupplied,Mgal/d,1/1/2010 0:00,0.12
Mono,selfpercapitause,gallons/day,1/1/2010 0:00,52
Mono,public,Mgal/d,1/1/2005 0:00,2.31
Mono,public,Mgal/d,1/1/2010 0:00,1.63
Mono,publicpercapita,gallons/day,1/1/2010 0:00,137
Mono,total,Mgal/d,1/1/2005 0:00,3.35
Mono,total,Mgal/d,1/1/2010 0:00,1.75
Monterey,population,thousands,1/1/2000 0:00,69.79
Monterey,population,thousands,1/1/2005 0:00,63.658
Monterey,population,thousands,1/1/2010 0:00,39.427
Monterey,groundwater,Mgal/d,1/1/2000 0:00,4.71
Monterey,groundwater,Mgal/d,1/1/2005 0:00,11.82
Monterey,groundwater,Mgal/d,1/1/2010 0:00,1.82
Monterey,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.52
Monterey,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,1.32
Monterey,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.2
Monterey,selfsupplied,Mgal/d,1/1/2000 0:00,5.23
Monterey,selfsupplied,Mgal/d,1/1/2005 0:00,13.14
Monterey,selfsupplied,Mgal/d,1/1/2010 0:00,2.02
Monterey,selfpercapitause,gallons/day,1/1/2010 0:00,51
Monterey,public,Mgal/d,1/1/2005 0:00,29.38
Monterey,public,Mgal/d,1/1/2010 0:00,28.9
Monterey,publicpercapita,gallons/day,1/1/2010 0:00,77
Monterey,total,Mgal/d,1/1/2005 0:00,42.52
Monterey,total,Mgal/d,1/1/2010 0:00,30.92
Napa,population,thousands,1/1/2000 0:00,19.95
Napa,population,thousands,1/1/2005 0:00,17.673
Napa,population,thousands,1/1/2010 0:00,17.904
Napa,groundwater,Mgal/d,1/1/2000 0:00,1.35
Napa,groundwater,Mgal/d,1/1/2005 0:00,1.33
Napa,groundwater,Mgal/d,1/1/2010 0:00,0.92
Napa,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.15
Napa,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0
Napa,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.2
Napa,selfsupplied,Mgal/d,1/1/2000 0:00,1.5
Napa,selfsupplied,Mgal/d,1/1/2005 0:00,1.33
Napa,selfsupplied,Mgal/d,1/1/2010 0:00,1.12
Napa,selfpercapitause,gallons/day,1/1/2010 0:00,63
Napa,public,Mgal/d,1/1/2005 0:00,10.89
Napa,public,Mgal/d,1/1/2010 0:00,11
Napa,publicpercapita,gallons/day,1/1/2010 0:00,93
Napa,total,Mgal/d,1/1/2005 0:00,12.22
Napa,total,Mgal/d,1/1/2010 0:00,12.12
Nevada,population,thousands,1/1/2000 0:00,22.57
Nevada,population,thousands,1/1/2005 0:00,41.466
Nevada,population,thousands,1/1/2010 0:00,33.204
Nevada,groundwater,Mgal/d,1/1/2000 0:00,1.52
Nevada,groundwater,Mgal/d,1/1/2005 0:00,11.81
Nevada,groundwater,Mgal/d,1/1/2010 0:00,1.94
Nevada,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.17
Nevada,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.16
Nevada,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.55
Nevada,selfsupplied,Mgal/d,1/1/2000 0:00,1.69
Nevada,selfsupplied,Mgal/d,1/1/2005 0:00,11.97
Nevada,selfsupplied,Mgal/d,1/1/2010 0:00,2.49
Nevada,selfpercapitause,gallons/day,1/1/2010 0:00,75
Nevada,public,Mgal/d,1/1/2005 0:00,18.15
Nevada,public,Mgal/d,1/1/2010 0:00,11.14
Nevada,publicpercapita,gallons/day,1/1/2010 0:00,170
Nevada,total,Mgal/d,1/1/2005 0:00,30.12
Nevada,total,Mgal/d,1/1/2010 0:00,13.63
Orange,population,thousands,1/1/2000 0:00,232.76
Orange,population,thousands,1/1/2005 0:00,67.377
Orange,population,thousands,1/1/2010 0:00,214.352
Orange,groundwater,Mgal/d,1/1/2000 0:00,15.71
Orange,groundwater,Mgal/d,1/1/2005 0:00,4.54
Orange,groundwater,Mgal/d,1/1/2010 0:00,14.14
Orange,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,1.75
Orange,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.51
Orange,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,1.88
Orange,selfsupplied,Mgal/d,1/1/2000 0:00,17.46
Orange,selfsupplied,Mgal/d,1/1/2005 0:00,5.05
Orange,selfsupplied,Mgal/d,1/1/2010 0:00,16.02
Orange,selfpercapitause,gallons/day,1/1/2010 0:00,75
Orange,public,Mgal/d,1/1/2005 0:00,211.46
Orange,public,Mgal/d,1/1/2010 0:00,314.02
Orange,publicpercapita,gallons/day,1/1/2010 0:00,112
Orange,total,Mgal/d,1/1/2005 0:00,216.51
Orange,total,Mgal/d,1/1/2010 0:00,330.04
Placer,population,thousands,1/1/2000 0:00,25.92
Placer,population,thousands,1/1/2005 0:00,32.218
Placer,population,thousands,1/1/2010 0:00,43.132
Placer,groundwater,Mgal/d,1/1/2000 0:00,1.75
Placer,groundwater,Mgal/d,1/1/2005 0:00,8.29
Placer,groundwater,Mgal/d,1/1/2010 0:00,2.59
Placer,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.19
Placer,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.1
Placer,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.62
Placer,selfsupplied,Mgal/d,1/1/2000 0:00,1.94
Placer,selfsupplied,Mgal/d,1/1/2005 0:00,8.39
Placer,selfsupplied,Mgal/d,1/1/2010 0:00,3.21
Placer,selfpercapitause,gallons/day,1/1/2010 0:00,74
Placer,public,Mgal/d,1/1/2005 0:00,35.37
Placer,public,Mgal/d,1/1/2010 0:00,46.03
Placer,publicpercapita,gallons/day,1/1/2010 0:00,151
Placer,total,Mgal/d,1/1/2005 0:00,43.76
Placer,total,Mgal/d,1/1/2010 0:00,49.24
Plumas,population,thousands,1/1/2000 0:00,2.13
Plumas,population,thousands,1/1/2005 0:00,3.081
Plumas,population,thousands,1/1/2010 0:00,2.737
Plumas,groundwater,Mgal/d,1/1/2000 0:00,0.14
Plumas,groundwater,Mgal/d,1/1/2005 0:00,0.39
Plumas,groundwater,Mgal/d,1/1/2010 0:00,0.15
Plumas,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.02
Plumas,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.39
Plumas,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.06
Plumas,selfsupplied,Mgal/d,1/1/2000 0:00,0.16
Plumas,selfsupplied,Mgal/d,1/1/2005 0:00,0.78
Plumas,selfsupplied,Mgal/d,1/1/2010 0:00,0.21
Plumas,selfpercapitause,gallons/day,1/1/2010 0:00,77
Plumas,public,Mgal/d,1/1/2005 0:00,3.11
Plumas,public,Mgal/d,1/1/2010 0:00,2.02
Plumas,publicpercapita,gallons/day,1/1/2010 0:00,117
Plumas,total,Mgal/d,1/1/2005 0:00,3.89
Plumas,total,Mgal/d,1/1/2010 0:00,2.23
Riverside,population,thousands,1/1/2000 0:00,148.38
Riverside,population,thousands,1/1/2005 0:00,44.05
Riverside,population,thousands,1/1/2010 0:00,55.871
Riverside,groundwater,Mgal/d,1/1/2000 0:00,10.02
Riverside,groundwater,Mgal/d,1/1/2005 0:00,25.04
Riverside,groundwater,Mgal/d,1/1/2010 0:00,2.78
Riverside,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,1.11
Riverside,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,2.78
Riverside,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.47
Riverside,selfsupplied,Mgal/d,1/1/2000 0:00,11.13
Riverside,selfsupplied,Mgal/d,1/1/2005 0:00,27.82
Riverside,selfsupplied,Mgal/d,1/1/2010 0:00,3.25
Riverside,selfpercapitause,gallons/day,1/1/2010 0:00,58
Riverside,public,Mgal/d,1/1/2005 0:00,345.41
Riverside,public,Mgal/d,1/1/2010 0:00,338.87
Riverside,publicpercapita,gallons/day,1/1/2010 0:00,159
Riverside,total,Mgal/d,1/1/2005 0:00,373.23
Riverside,total,Mgal/d,1/1/2010 0:00,342.12
Sacramento,population,thousands,1/1/2000 0:00,64.03
Sacramento,population,thousands,1/1/2005 0:00,14.725
Sacramento,population,thousands,1/1/2010 0:00,18.688
Sacramento,groundwater,Mgal/d,1/1/2000 0:00,4.32
Sacramento,groundwater,Mgal/d,1/1/2005 0:00,3.39
Sacramento,groundwater,Mgal/d,1/1/2010 0:00,0.61
Sacramento,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.48
Sacramento,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0
Sacramento,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.08
Sacramento,selfsupplied,Mgal/d,1/1/2000 0:00,4.8
Sacramento,selfsupplied,Mgal/d,1/1/2005 0:00,3.39
Sacramento,selfsupplied,Mgal/d,1/1/2010 0:00,0.69
Sacramento,selfpercapitause,gallons/day,1/1/2010 0:00,37
Sacramento,public,Mgal/d,1/1/2005 0:00,134.53
Sacramento,public,Mgal/d,1/1/2010 0:00,196.91
Sacramento,publicpercapita,gallons/day,1/1/2010 0:00,141
Sacramento,total,Mgal/d,1/1/2005 0:00,137.92
Sacramento,total,Mgal/d,1/1/2010 0:00,197.6
San Benito,population,thousands,1/1/2000 0:00,6.31
San Benito,population,thousands,1/1/2005 0:00,12.098
San Benito,population,thousands,1/1/2010 0:00,7.569
San Benito,groundwater,Mgal/d,1/1/2000 0:00,0.43
San Benito,groundwater,Mgal/d,1/1/2005 0:00,3.11
San Benito,groundwater,Mgal/d,1/1/2010 0:00,0.42
San Benito,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.05
San Benito,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.35
San Benito,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.15
San Benito,selfsupplied,Mgal/d,1/1/2000 0:00,0.48
San Benito,selfsupplied,Mgal/d,1/1/2005 0:00,3.46
San Benito,selfsupplied,Mgal/d,1/1/2010 0:00,0.57
San Benito,selfpercapitause,gallons/day,1/1/2010 0:00,75
San Benito,public,Mgal/d,1/1/2005 0:00,5.47
San Benito,public,Mgal/d,1/1/2010 0:00,4.55
San Benito,publicpercapita,gallons/day,1/1/2010 0:00,95
San Benito,total,Mgal/d,1/1/2005 0:00,8.93
San Benito,total,Mgal/d,1/1/2010 0:00,5.12
San Bernardino,population,thousands,1/1/2000 0:00,345.34
San Bernardino,population,thousands,1/1/2005 0:00,208.24
San Bernardino,population,thousands,1/1/2010 0:00,33.48
San Bernardino,groundwater,Mgal/d,1/1/2000 0:00,23.31
San Bernardino,groundwater,Mgal/d,1/1/2005 0:00,11.66
San Bernardino,groundwater,Mgal/d,1/1/2010 0:00,0.89
San Bernardino,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,2.59
San Bernardino,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,6.01
San Bernardino,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.25
San Bernardino,selfsupplied,Mgal/d,1/1/2000 0:00,25.9
San Bernardino,selfsupplied,Mgal/d,1/1/2005 0:00,17.67
San Bernardino,selfsupplied,Mgal/d,1/1/2010 0:00,1.14
San Bernardino,selfpercapitause,gallons/day,1/1/2010 0:00,34
San Bernardino,public,Mgal/d,1/1/2005 0:00,258.92
San Bernardino,public,Mgal/d,1/1/2010 0:00,259.53
San Bernardino,publicpercapita,gallons/day,1/1/2010 0:00,130
San Bernardino,total,Mgal/d,1/1/2005 0:00,276.59
San Bernardino,total,Mgal/d,1/1/2010 0:00,260.67
San Diego,population,thousands,1/1/2000 0:00,438.89
San Diego,population,thousands,1/1/2005 0:00,9.832
San Diego,population,thousands,1/1/2010 0:00,248.623
San Diego,groundwater,Mgal/d,1/1/2000 0:00,29.63
San Diego,groundwater,Mgal/d,1/1/2005 0:00,2.74
San Diego,groundwater,Mgal/d,1/1/2010 0:00,14.67
San Diego,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,3.29
San Diego,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.3
San Diego,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,3.99
San Diego,selfsupplied,Mgal/d,1/1/2000 0:00,32.92
San Diego,selfsupplied,Mgal/d,1/1/2005 0:00,3.04
San Diego,selfsupplied,Mgal/d,1/1/2010 0:00,18.66
San Diego,selfpercapitause,gallons/day,1/1/2010 0:00,75
San Diego,public,Mgal/d,1/1/2005 0:00,251.19
San Diego,public,Mgal/d,1/1/2010 0:00,278.19
San Diego,publicpercapita,gallons/day,1/1/2010 0:00,98
San Diego,total,Mgal/d,1/1/2005 0:00,254.23
San Diego,total,Mgal/d,1/1/2010 0:00,296.85
San Francisco,population,thousands,1/1/2000 0:00,26.73
San Francisco,population,thousands,1/1/2005 0:00,42.53
San Francisco,population,thousands,1/1/2010 0:00,0
San Francisco,groundwater,Mgal/d,1/1/2000 0:00,1.8
San Francisco,groundwater,Mgal/d,1/1/2005 0:00,2.86
San Francisco,groundwater,Mgal/d,1/1/2010 0:00,0
San Francisco,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.2
San Francisco,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.31
San Francisco,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0
San Francisco,selfsupplied,Mgal/d,1/1/2000 0:00,2
San Francisco,selfsupplied,Mgal/d,1/1/2005 0:00,3.17
San Francisco,selfsupplied,Mgal/d,1/1/2010 0:00,0
San Francisco,public,Mgal/d,1/1/2005 0:00,31.69
San Francisco,public,Mgal/d,1/1/2010 0:00,41.81
San Francisco,publicpercapita,gallons/day,1/1/2010 0:00,52
San Francisco,total,Mgal/d,1/1/2005 0:00,34.86
San Francisco,total,Mgal/d,1/1/2010 0:00,41.81
San Joaquin,population,thousands,1/1/2000 0:00,102.34
San Joaquin,population,thousands,1/1/2005 0:00,92.446
San Joaquin,population,thousands,1/1/2010 0:00,69.256
San Joaquin,groundwater,Mgal/d,1/1/2000 0:00,6.91
San Joaquin,groundwater,Mgal/d,1/1/2005 0:00,17.1
San Joaquin,groundwater,Mgal/d,1/1/2010 0:00,4.6
San Joaquin,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.77
San Joaquin,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0
San Joaquin,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.24
San Joaquin,selfsupplied,Mgal/d,1/1/2000 0:00,7.68
San Joaquin,selfsupplied,Mgal/d,1/1/2005 0:00,17.1
San Joaquin,selfsupplied,Mgal/d,1/1/2010 0:00,4.84
San Joaquin,selfpercapitause,gallons/day,1/1/2010 0:00,70
San Joaquin,public,Mgal/d,1/1/2005 0:00,98.94
San Joaquin,public,Mgal/d,1/1/2010 0:00,72.28
San Joaquin,publicpercapita,gallons/day,1/1/2010 0:00,117
San Joaquin,total,Mgal/d,1/1/2005 0:00,116.04
San Joaquin,total,Mgal/d,1/1/2010 0:00,77.12
San Luis Obispo,population,thousands,1/1/2000 0:00,53.09
San Luis Obispo,population,thousands,1/1/2005 0:00,39.758
San Luis Obispo,population,thousands,1/1/2010 0:00,35.947
San Luis Obispo,groundwater,Mgal/d,1/1/2000 0:00,3.58
San Luis Obispo,groundwater,Mgal/d,1/1/2005 0:00,4.17
San Luis Obispo,groundwater,Mgal/d,1/1/2010 0:00,1.39
San Luis Obispo,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.4
San Luis Obispo,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0
San Luis Obispo,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.18
San Luis Obispo,selfsupplied,Mgal/d,1/1/2000 0:00,3.98
San Luis Obispo,selfsupplied,Mgal/d,1/1/2005 0:00,4.17
San Luis Obispo,selfsupplied,Mgal/d,1/1/2010 0:00,1.57
San Luis Obispo,selfpercapitause,gallons/day,1/1/2010 0:00,44
San Luis Obispo,public,Mgal/d,1/1/2005 0:00,33.43
San Luis Obispo,public,Mgal/d,1/1/2010 0:00,24.05
San Luis Obispo,publicpercapita,gallons/day,1/1/2010 0:00,103
San Luis Obispo,total,Mgal/d,1/1/2005 0:00,37.6
San Luis Obispo,total,Mgal/d,1/1/2010 0:00,25.62
San Mateo,population,thousands,1/1/2000 0:00,3.52
San Mateo,population,thousands,1/1/2005 0:00,9.785
San Mateo,population,thousands,1/1/2010 0:00,16.401
San Mateo,groundwater,Mgal/d,1/1/2000 0:00,0.24
San Mateo,groundwater,Mgal/d,1/1/2005 0:00,3.25
San Mateo,groundwater,Mgal/d,1/1/2010 0:00,0.92
San Mateo,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.03
San Mateo,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.11
San Mateo,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.33
San Mateo,selfsupplied,Mgal/d,1/1/2000 0:00,0.27
San Mateo,selfsupplied,Mgal/d,1/1/2005 0:00,3.36
San Mateo,selfsupplied,Mgal/d,1/1/2010 0:00,1.25
San Mateo,selfpercapitause,gallons/day,1/1/2010 0:00,76
San Mateo,public,Mgal/d,1/1/2005 0:00,67.86
San Mateo,public,Mgal/d,1/1/2010 0:00,56.92
San Mateo,publicpercapita,gallons/day,1/1/2010 0:00,81
San Mateo,total,Mgal/d,1/1/2005 0:00,71.22
San Mateo,total,Mgal/d,1/1/2010 0:00,58.17
Santa Barbara,population,thousands,1/1/2000 0:00,46.91
Santa Barbara,population,thousands,1/1/2005 0:00,7.057
Santa Barbara,population,thousands,1/1/2010 0:00,39.865
Santa Barbara,groundwater,Mgal/d,1/1/2000 0:00,3.17
Santa Barbara,groundwater,Mgal/d,1/1/2005 0:00,3.36
Santa Barbara,groundwater,Mgal/d,1/1/2010 0:00,2.66
Santa Barbara,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.35
Santa Barbara,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.67
Santa Barbara,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.32
Santa Barbara,selfsupplied,Mgal/d,1/1/2000 0:00,3.52
Santa Barbara,selfsupplied,Mgal/d,1/1/2005 0:00,4.03
Santa Barbara,selfsupplied,Mgal/d,1/1/2010 0:00,2.98
Santa Barbara,selfpercapitause,gallons/day,1/1/2010 0:00,75
Santa Barbara,public,Mgal/d,1/1/2005 0:00,40.68
Santa Barbara,public,Mgal/d,1/1/2010 0:00,39.47
Santa Barbara,publicpercapita,gallons/day,1/1/2010 0:00,103
Santa Barbara,total,Mgal/d,1/1/2005 0:00,44.71
Santa Barbara,total,Mgal/d,1/1/2010 0:00,42.45
Santa Clara,population,thousands,1/1/2000 0:00,16.45
Santa Clara,population,thousands,1/1/2005 0:00,13.714
Santa Clara,population,thousands,1/1/2010 0:00,69.822
Santa Clara,groundwater,Mgal/d,1/1/2000 0:00,1.11
Santa Clara,groundwater,Mgal/d,1/1/2005 0:00,12.3
Santa Clara,groundwater,Mgal/d,1/1/2010 0:00,4.59
Santa Clara,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.12
Santa Clara,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,2.7
Santa Clara,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.65
Santa Clara,selfsupplied,Mgal/d,1/1/2000 0:00,1.23
Santa Clara,selfsupplied,Mgal/d,1/1/2005 0:00,15
Santa Clara,selfsupplied,Mgal/d,1/1/2010 0:00,5.24
Santa Clara,selfpercapitause,gallons/day,1/1/2010 0:00,75
Santa Clara,public,Mgal/d,1/1/2005 0:00,120.37
Santa Clara,public,Mgal/d,1/1/2010 0:00,141.63
Santa Clara,publicpercapita,gallons/day,1/1/2010 0:00,83
Santa Clara,total,Mgal/d,1/1/2005 0:00,135.37
Santa Clara,total,Mgal/d,1/1/2010 0:00,146.87
Santa Cruz,population,thousands,1/1/2000 0:00,35
Santa Cruz,population,thousands,1/1/2005 0:00,13.49
Santa Cruz,population,thousands,1/1/2010 0:00,19.452
Santa Cruz,groundwater,Mgal/d,1/1/2000 0:00,2.36
Santa Cruz,groundwater,Mgal/d,1/1/2005 0:00,12.95
Santa Cruz,groundwater,Mgal/d,1/1/2010 0:00,1.25
Santa Cruz,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.26
Santa Cruz,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,1.45
Santa Cruz,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.21
Santa Cruz,selfsupplied,Mgal/d,1/1/2000 0:00,2.62
Santa Cruz,selfsupplied,Mgal/d,1/1/2005 0:00,14.4
Santa Cruz,selfsupplied,Mgal/d,1/1/2010 0:00,1.46
Santa Cruz,selfpercapitause,gallons/day,1/1/2010 0:00,75
Santa Cruz,public,Mgal/d,1/1/2005 0:00,17.05
Santa Cruz,public,Mgal/d,1/1/2010 0:00,15.8
Santa Cruz,publicpercapita,gallons/day,1/1/2010 0:00,65
Santa Cruz,total,Mgal/d,1/1/2005 0:00,31.45
Santa Cruz,total,Mgal/d,1/1/2010 0:00,17.26
Shasta,population,thousands,1/1/2000 0:00,25.56
Shasta,population,thousands,1/1/2005 0:00,44.666
Shasta,population,thousands,1/1/2010 0:00,14.263
Shasta,groundwater,Mgal/d,1/1/2000 0:00,1.73
Shasta,groundwater,Mgal/d,1/1/2005 0:00,3.12
Shasta,groundwater,Mgal/d,1/1/2010 0:00,0.83
Shasta,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.19
Shasta,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.62
Shasta,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.24
Shasta,selfsupplied,Mgal/d,1/1/2000 0:00,1.92
Shasta,selfsupplied,Mgal/d,1/1/2005 0:00,3.74
Shasta,selfsupplied,Mgal/d,1/1/2010 0:00,1.07
Shasta,selfpercapitause,gallons/day,1/1/2010 0:00,75
Shasta,public,Mgal/d,1/1/2005 0:00,39.47
Shasta,public,Mgal/d,1/1/2010 0:00,28.88
Shasta,publicpercapita,gallons/day,1/1/2010 0:00,177
Shasta,total,Mgal/d,1/1/2005 0:00,43.21
Shasta,total,Mgal/d,1/1/2010 0:00,29.95
Sierra,population,thousands,1/1/2000 0:00,1.89
Sierra,population,thousands,1/1/2005 0:00,0.995
Sierra,population,thousands,1/1/2010 0:00,0.41
Sierra,groundwater,Mgal/d,1/1/2000 0:00,0.13
Sierra,groundwater,Mgal/d,1/1/2005 0:00,0.82
Sierra,groundwater,Mgal/d,1/1/2010 0:00,0.02
Sierra,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.01
Sierra,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.07
Sierra,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.01
Sierra,selfsupplied,Mgal/d,1/1/2000 0:00,0.14
Sierra,selfsupplied,Mgal/d,1/1/2005 0:00,0.89
Sierra,selfsupplied,Mgal/d,1/1/2010 0:00,0.03
Sierra,selfpercapitause,gallons/day,1/1/2010 0:00,73
Sierra,public,Mgal/d,1/1/2005 0:00,1.29
Sierra,public,Mgal/d,1/1/2010 0:00,0.46
Sierra,publicpercapita,gallons/day,1/1/2010 0:00,163
Sierra,total,Mgal/d,1/1/2005 0:00,2.18
Sierra,total,Mgal/d,1/1/2010 0:00,0.49
Siskiyou,population,thousands,1/1/2000 0:00,20.56
Siskiyou,population,thousands,1/1/2005 0:00,31.279
Siskiyou,population,thousands,1/1/2010 0:00,16.32
Siskiyou,groundwater,Mgal/d,1/1/2000 0:00,1.39
Siskiyou,groundwater,Mgal/d,1/1/2005 0:00,3.39
Siskiyou,groundwater,Mgal/d,1/1/2010 0:00,0.9
Siskiyou,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.15
Siskiyou,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,2.54
Siskiyou,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.32
Siskiyou,selfsupplied,Mgal/d,1/1/2000 0:00,1.54
Siskiyou,selfsupplied,Mgal/d,1/1/2005 0:00,5.93
Siskiyou,selfsupplied,Mgal/d,1/1/2010 0:00,1.22
Siskiyou,selfpercapitause,gallons/day,1/1/2010 0:00,75
Siskiyou,public,Mgal/d,1/1/2005 0:00,3.85
Siskiyou,public,Mgal/d,1/1/2010 0:00,3.55
Siskiyou,publicpercapita,gallons/day,1/1/2010 0:00,124
Siskiyou,total,Mgal/d,1/1/2005 0:00,9.78
Siskiyou,total,Mgal/d,1/1/2010 0:00,4.77
Solano,population,thousands,1/1/2000 0:00,8.64
Solano,population,thousands,1/1/2005 0:00,35.4
Solano,population,thousands,1/1/2010 0:00,5.054
Solano,groundwater,Mgal/d,1/1/2000 0:00,0.58
Solano,groundwater,Mgal/d,1/1/2005 0:00,1.71
Solano,groundwater,Mgal/d,1/1/2010 0:00,0.33
Solano,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.06
Solano,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0
Solano,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.05
Solano,selfsupplied,Mgal/d,1/1/2000 0:00,0.64
Solano,selfsupplied,Mgal/d,1/1/2005 0:00,1.71
Solano,selfsupplied,Mgal/d,1/1/2010 0:00,0.38
Solano,selfpercapitause,gallons/day,1/1/2010 0:00,75
Solano,public,Mgal/d,1/1/2005 0:00,37.47
Solano,public,Mgal/d,1/1/2010 0:00,39.29
Solano,publicpercapita,gallons/day,1/1/2010 0:00,96
Solano,total,Mgal/d,1/1/2005 0:00,39.18
Solano,total,Mgal/d,1/1/2010 0:00,39.67
Sonoma,population,thousands,1/1/2000 0:00,108.81
Sonoma,population,thousands,1/1/2005 0:00,102.384
Sonoma,population,thousands,1/1/2010 0:00,76.951
Sonoma,groundwater,Mgal/d,1/1/2000 0:00,7.34
Sonoma,groundwater,Mgal/d,1/1/2005 0:00,7.9
Sonoma,groundwater,Mgal/d,1/1/2010 0:00,5.38
Sonoma,selfsuppliedsurface,Mgal/d,1/1/2000 0:00,0.82
Sonoma,selfsuppliedsurface,Mgal/d,1/1/2005 0:00,0.04
Sonoma,selfsuppliedsurface,Mgal/d,1/1/2010 0:00,0.39
